17:41:19.821 block89.bin: 620.83;5;55;0;1;4.10;10.00;0;113;2;41;54;100.00;170.80;170.30;56;2857;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.892 block90.bin: 620.86;5;47;0;1;62.00;-10.20;0;113;0;41;54;100.50;172.60;172.10;56;2432;127;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:19.932 block91.bin: 620.88;5;36;0;1;85.00;-10.10;0;113;0;41;54;100.50;172.80;172.20;56;1880;124;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:20.001 block92.bin: 620.90;5;30;0;1;32.00;-10.10;0;113;8;41;54;100.60;172.90;172.30;56;1564;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.058 block93.bin: 620.91;5;23;0;1;83.00;-7.00;0;113;0;41;54;100.60;172.80;172.30;56;1210;125;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:20.115 block94.bin: 620.92;5;24;0;1;68.00;13.30;0;113;19;41;54;100.30;171.80;171.50;56;1260;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.151 block95.bin: 620.94;5;21;0;1;69.00;-5.40;0;113;0;41;54;100.50;172.30;171.90;56;1088;126;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:20.228 block96.bin: 620.95;5;17;0;1;131.00;9.10;0;113;33;41;54;100.50;172.40;172.10;56;916;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.260 block97.bin: 620.96;5;14;0;1;34.00;19.90;0;113;0;40;54;100.50;172.30;171.90;56;737;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.326 block98.bin: 620.97;5;25;0;1;213.00;33.40;0;113;58;41;54;100.00;170.70;170.00;56;1324;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.384 block99.bin: 620.99;5;36;0;1;174.00;44.00;0;113;58;41;54;99.80;170.00;168.80;56;1902;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.443 block100.bin: 621.01;5;45;0;1;164.00;49.30;0;113;52;41;54;99.70;169.70;168.30;56;2318;124;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:20.501 block101.bin: 621.04;5;51;0;1;156.00;33.40;0;113;50;41;54;99.70;169.30;168.00;56;2672;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.567 block102.bin: 621.07;5;57;0;1;148.00;53.10;0;113;96;41;54;99.60;169.10;167.90;56;2970;125;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:20.597 block103.bin: 621.10;5;59;0;1;62.00;12.40;0;113;19;41;55;99.60;169.20;167.90;56;3078;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.659 block104.bin: 621.13;5;59;0;1;28.00;9.20;0;113;8;41;55;100.00;170.60;170.10;56;3042;125;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:20.721 block105.bin: 621.16;5;56;0;1;53.00;-9.90;0;113;0;41;55;100.20;171.20;170.80;56;2880;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.784 block106.bin: 621.19;5;50;0;1;77.20;0.00;0;113;23;41;55;100.50;172.50;171.90;56;2616;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.844 block107.bin: 621.22;5;47;0;1;62.00;-10.00;0;113;0;41;55;100.40;172.50;172.00;56;2453;124;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:20.897 block108.bin: 621.25;5;41;0;1;71.00;-10.10;0;113;0;41;55;100.50;172.70;172.10;56;2157;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:20.960 block109.bin: 621.27;5;42;0;1;41.00;9.50;0;113;11;41;55;100.20;171.20;170.60;56;2187;124;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:20.991 block110.bin: 621.29;5;39;0;1;75.00;-10.10;0;113;0;41;55;100.30;171.80;171.30;56;2054;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:21.051 block111.bin: 621.31;5;37;0;1;82.00;17.50;0;113;21;41;55;100.50;172.30;171.90;56;1922;125;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.109 block112.bin: 621.33;5;33;0;1;16.00;3.20;0;113;4;41;55;100.50;172.80;172.20;56;1724;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:21.166 block113.bin: 621.35;5;27;0;1;109.00;-9.90;0;113;0;41;55;100.60;172.80;172.30;56;1416;125;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.237 block114.bin: 621.37;5;27;0;1;62.00;10.70;0;113;15;41;55;100.40;171.90;171.60;56;1405;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:21.278 block115.bin: 621.38;5;30;0;1;13.00;4.20;0;113;3;41;55;100.30;171.50;171.10;56;1555;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:21.343 block116.bin: 621.40;5;26;0;1;7.60;-9.40;0;113;0;41;55;100.40;172.20;171.70;56;1370;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.415 block117.bin: 621.42;5;35;0;1;175.00;44.00;0;113;71;41;55;99.80;169.90;168.80;56;1817;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.448 block118.bin: 621.44;5;40;0;1;52.00;12.20;0;113;14;41;55;100.00;171.00;170.50;56;2062;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.510 block119.bin: 621.46;5;41;0;1;94.00;34.00;0;113;18;41;55;100.20;170.90;170.20;56;2133;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.570 block120.bin: 621.48;5;43;0;1;48.00;10.20;0;113;13;41;55;100.10;171.10;170.70;56;2234;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.629 block121.bin: 621.51;5;42;0;1;70.00;12.00;0;113;0;41;55;100.20;171.20;170.60;56;2178;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.685 block122.bin: 621.53;5;36;0;1;87.00;-10.20;0;113;0;41;55;100.50;172.60;172.10;56;1855;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:21.739 block123.bin: 621.55;5;28;0;1;115.00;-10.10;0;113;0;41;55;100.60;172.80;172.20;56;1472;125;0;0;0;0;0;1;0;0;0;0;1;0;
17:41:21.800 block124.bin: 621.56;5;21;0;1;73.00;-5.80;0;113;0;41;55;100.60;172.80;172.30;56;1121;126;0;0;0;0;0;1;0;0;0;0;1;0;
17:41:21.859 block125.bin: 621.57;5;16;0;1;41.00;-2.10;0;113;0;41;55;100.50;172.60;172.20;56;863;125;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:21.919 block126.bin: 621.58;5;10;0;1;0.00;0.20;0;113;0;41;55;100.50;172.40;172.00;56;538;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:21.966 block127.bin: 621.58;5;5;0;1;0.00;0.80;0;113;0;41;55;100.50;172.30;171.90;56;288;124;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:22.031 block128.bin: 621.59;5;2;0;1;0.00;0.70;0;113;0;41;55;100.50;172.20;171.90;56;134;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.089 block129.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;41;55;100.50;172.20;171.90;56;0;125;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:22.143 block130.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;41;55;100.50;172.20;171.90;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.202 block131.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;55;100.50;172.20;171.90;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.252 block132.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;55;100.50;172.20;171.90;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.306 block133.bin: 621.59;5;0;0;1;0.00;0.50;0;113;0;40;54;100.50;172.20;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.360 block134.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;54;100.50;172.20;172.00;56;0;125;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:22.415 block135.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;54;100.50;172.20;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.492 block136.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;54;100.50;172.30;172.00;56;0;125;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:22.528 block137.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;54;100.50;172.30;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.599 block138.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;54;100.50;172.30;172.00;56;0;125;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:22.653 block139.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;54;100.50;172.30;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.716 block140.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;54;100.50;172.30;172.00;56;0;125;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:22.778 block141.bin: 621.59;5;0;0;1;0.00;0.50;0;113;0;40;53;100.50;172.30;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.815 block142.bin: 621.59;5;0;0;1;0.00;0.50;0;113;0;40;53;100.50;172.30;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.875 block143.bin: 621.59;5;0;0;1;0.00;0.50;0;113;0;40;53;100.50;172.30;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:22.951 block144.bin: 621.59;5;0;0;1;0.00;0.50;0;113;0;40;53;100.50;172.30;172.00;56;0;126;0;0;0;0;0;1;0;0;0;0;1;1;
17:41:23.004 block145.bin: 621.59;5;0;0;1;0.00;0.60;0;113;0;40;53;100.50;172.30;172.00;56;0;125;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:23.058 block146.bin: 621.59;5;6;0;1;234.00;18.20;0;113;58;40;53;100.40;172.20;171.80;56;326;126;0;0;0;0;0;1;0;0;0;0;1;0;
17:41:23.112 block147.bin: 621.60;5;18;0;1;85.00;19.80;0;113;25;41;53;100.10;171.20;170.40;56;956;124;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:23.174 block148.bin: 621.61;5;23;0;1;214.00;43.30;0;113;64;41;53;100.20;171.60;171.20;56;1188;126;0;0;0;0;0;1;0;0;0;0;1;0;
17:41:23.230 block149.bin: 621.62;6;32;0;1;184.00;46.20;0;113;99;41;53;99.90;170.30;169.20;56;1691;124;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:23.281 block150.bin: 621.64;6;41;0;1;168.00;48.10;0;113;99;42;53;99.80;169.60;168.50;56;2137;126;0;0;0;0;0;1;0;0;0;0;1;0;
17:41:23.353 block151.bin: 621.67;6;48;0;1;159.00;51.10;0;113;99;42;53;99.70;169.30;168.00;56;2513;124;0;0;0;0;0;1;0;0;0;0;1;0;
17:41:23.391 block152.bin: 621.70;6;55;0;1;151.00;52.60;0;113;99;42;53;99.60;169.10;167.80;56;2830;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:23.459 block153.bin: 621.73;6;60;0;1;149.00;53.40;0;113;99;42;54;99.60;168.90;167.60;56;3134;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:23.507 block154.bin: 621.77;6;66;0;1;153.00;58.00;0;113;99;42;54;99.50;168.70;167.30;56;3396;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:23.570 block155.bin: 621.80;6;70;0;1;155.00;63.80;0;113;99;42;54;99.40;168.30;166.90;56;3636;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:23.620 block156.bin: 621.84;6;74;0;1;157.00;-1.10;0;113;55;42;54;99.80;170.10;169.00;56;3824;127;0;0;0;0;0;0;0;0;0;0;1;0;
